Name1	Name	Desc	Level1	Level2	Level3	Level4	Level5	Level6	Level7	Level8	V1	added 
C50212	C50.212	Malignant neoplasm of upper-inner quadrant of left female breast	Root	C00-D49	C50-C50	C50	C50.2	C50.21	C50.212		C50212  Malignant neoplasm of upper-inner quadrant of left female breast	0
C50219	C50.219	Malignant neoplasm of upper-inner quadrant of unspecified female breast	Root	C00-D49	C50-C50	C50	C50.2	C50.21	C50.219		C50219  Malignant neoplasm of upper-inner quadrant of unspecified female breast	0
C5022	C50.22	Malignant neoplasm of upper-inner quadrant of breast, male	Root	C00-D49	C50-C50	C50	C50.2	C50.22			NA	0
C50221	C50.221	Malignant neoplasm of upper-inner quadrant of right male breast	Root	C00-D49	C50-C50	C50	C50.2	C50.22	C50.221		C50221  Malignant neoplasm of upper-inner quadrant of right male breast	0
C50222	C50.222	Malignant neoplasm of upper-inner quadrant of left male breast	Root	C00-D49	C50-C50	C50	C50.2	C50.22	C50.222		C50222  Malignant neoplasm of upper-inner quadrant of left male breast	0
C50229	C50.229	Malignant neoplasm of upper-inner quadrant of unspecified male breast	Root	C00-D49	C50-C50	C50	C50.2	C50.22	C50.229		C50229  Malignant neoplasm of upper-inner quadrant of unspecified male breast	0
C503	C50.3	Malignant neoplasm of lower-inner quadrant of breast	Root	C00-D49	C50-C50	C50	C50.3				NA	0
C5031	C50.31	Malignant neoplasm of lower-inner quadrant of breast, female	Root	C00-D49	C50-C50	C50	C50.3	C50.31			NA	0
C50311	C50.311	Malignant neoplasm of lower-inner quadrant of right female breast	Root	C00-D49	C50-C50	C50	C50.3	C50.31	C50.311		C50311  Malignant neoplasm of lower-inner quadrant of right female breast	0
C50312	C50.312	Malignant neoplasm of lower-inner quadrant of left female breast	Root	C00-D49	C50-C50	C50	C50.3	C50.31	C50.312		C50312  Malignant neoplasm of lower-inner quadrant of left female breast	0
C50319	C50.319	Malignant neoplasm of lower-inner quadrant of unspecified female breast	Root	C00-D49	C50-C50	C50	C50.3	C50.31	C50.319		C50319  Malignant neoplasm of lower-inner quadrant of unspecified female breast	0
C5032	C50.32	Malignant neoplasm of lower-inner quadrant of breast, male	Root	C00-D49	C50-C50	C50	C50.3	C50.32			NA	0
C50321	C50.321	Malignant neoplasm of lower-inner quadrant of right male breast	Root	C00-D49	C50-C50	C50	C50.3	C50.32	C50.321		C50321  Malignant neoplasm of lower-inner quadrant of right male breast	0
C50322	C50.322	Malignant neoplasm of lower-inner quadrant of left male breast	Root	C00-D49	C50-C50	C50	C50.3	C50.32	C50.322		C50322  Malignant neoplasm of lower-inner quadrant of left male breast	0
C50329	C50.329	Malignant neoplasm of lower-inner quadrant of unspecified male breast	Root	C00-D49	C50-C50	C50	C50.3	C50.32	C50.329		C50329  Malignant neoplasm of lower-inner quadrant of unspecified male breast	0
C504	C50.4	Malignant neoplasm of upper-outer quadrant of breast	Root	C00-D49	C50-C50	C50	C50.4				NA	0
C5041	C50.41	Malignant neoplasm of upper-outer quadrant of breast, female	Root	C00-D49	C50-C50	C50	C50.4	C50.41			NA	0
C50411	C50.411	Malignant neoplasm of upper-outer quadrant of right female breast	Root	C00-D49	C50-C50	C50	C50.4	C50.41	C50.411		C50411  Malignant neoplasm of upper-outer quadrant of right female breast	0
C50412	C50.412	Malignant neoplasm of upper-outer quadrant of left female breast	Root	C00-D49	C50-C50	C50	C50.4	C50.41	C50.412		C50412  Malignant neoplasm of upper-outer quadrant of left female breast	0
C50419	C50.419	Malignant neoplasm of upper-outer quadrant of unspecified female breast	Root	C00-D49	C50-C50	C50	C50.4	C50.41	C50.419		C50419  Malignant neoplasm of upper-outer quadrant of unspecified female breast	0
C5042	C50.42	Malignant neoplasm of upper-outer quadrant of breast, male	Root	C00-D49	C50-C50	C50	C50.4	C50.42			NA	0
C50421	C50.421	Malignant neoplasm of upper-outer quadrant of right male breast	Root	C00-D49	C50-C50	C50	C50.4	C50.42	C50.421		C50421  Malignant neoplasm of upper-outer quadrant of right male breast	0
C50422	C50.422	Malignant neoplasm of upper-outer quadrant of left male breast	Root	C00-D49	C50-C50	C50	C50.4	C50.42	C50.422		C50422  Malignant neoplasm of upper-outer quadrant of left male breast	0
C50429	C50.429	Malignant neoplasm of upper-outer quadrant of unspecified male breast	Root	C00-D49	C50-C50	C50	C50.4	C50.42	C50.429		C50429  Malignant neoplasm of upper-outer quadrant of unspecified male breast	0
C505	C50.5	Malignant neoplasm of lower-outer quadrant of breast	Root	C00-D49	C50-C50	C50	C50.5				NA	0
C5051	C50.51	Malignant neoplasm of lower-outer quadrant of breast, female	Root	C00-D49	C50-C50	C50	C50.5	C50.51			NA	0
C50511	C50.511	Malignant neoplasm of lower-outer quadrant of right female breast	Root	C00-D49	C50-C50	C50	C50.5	C50.51	C50.511		C50511  Malignant neoplasm of lower-outer quadrant of right female breast	0
C50512	C50.512	Malignant neoplasm of lower-outer quadrant of left female breast	Root	C00-D49	C50-C50	C50	C50.5	C50.51	C50.512		C50512  Malignant neoplasm of lower-outer quadrant of left female breast	0
C50519	C50.519	Malignant neoplasm of lower-outer quadrant of unspecified female breast	Root	C00-D49	C50-C50	C50	C50.5	C50.51	C50.519		C50519  Malignant neoplasm of lower-outer quadrant of unspecified female breast	0
C5052	C50.52	Malignant neoplasm of lower-outer quadrant of breast, male	Root	C00-D49	C50-C50	C50	C50.5	C50.52			NA	0
C50521	C50.521	Malignant neoplasm of lower-outer quadrant of right male breast	Root	C00-D49	C50-C50	C50	C50.5	C50.52	C50.521		C50521  Malignant neoplasm of lower-outer quadrant of right male breast	0
C50522	C50.522	Malignant neoplasm of lower-outer quadrant of left male breast	Root	C00-D49	C50-C50	C50	C50.5	C50.52	C50.522		C50522  Malignant neoplasm of lower-outer quadrant of left male breast	0
C50529	C50.529	Malignant neoplasm of lower-outer quadrant of unspecified male breast	Root	C00-D49	C50-C50	C50	C50.5	C50.52	C50.529		C50529  Malignant neoplasm of lower-outer quadrant of unspecified male breast	0
C506	C50.6	Malignant neoplasm of axillary tail of breast	Root	C00-D49	C50-C50	C50	C50.6				NA	0
C5061	C50.61	Malignant neoplasm of axillary tail of breast, female	Root	C00-D49	C50-C50	C50	C50.6	C50.61			NA	0
C50611	C50.611	Malignant neoplasm of axillary tail of right female breast	Root	C00-D49	C50-C50	C50	C50.6	C50.61	C50.611		C50611  Malignant neoplasm of axillary tail of right female breast	0
C50612	C50.612	Malignant neoplasm of axillary tail of left female breast	Root	C00-D49	C50-C50	C50	C50.6	C50.61	C50.612		C50612  Malignant neoplasm of axillary tail of left female breast	0
C50619	C50.619	Malignant neoplasm of axillary tail of unspecified female breast	Root	C00-D49	C50-C50	C50	C50.6	C50.61	C50.619		C50619  Malignant neoplasm of axillary tail of unspecified female breast	0
C5062	C50.62	Malignant neoplasm of axillary tail of breast, male	Root	C00-D49	C50-C50	C50	C50.6	C50.62			NA	0
C50621	C50.621	Malignant neoplasm of axillary tail of right male breast	Root	C00-D49	C50-C50	C50	C50.6	C50.62	C50.621		C50621  Malignant neoplasm of axillary tail of right male breast	0
C50622	C50.622	Malignant neoplasm of axillary tail of left male breast	Root	C00-D49	C50-C50	C50	C50.6	C50.62	C50.622		C50622  Malignant neoplasm of axillary tail of left male breast	0
C50629	C50.629	Malignant neoplasm of axillary tail of unspecified male breast	Root	C00-D49	C50-C50	C50	C50.6	C50.62	C50.629		C50629  Malignant neoplasm of axillary tail of unspecified male breast	0
C508	C50.8	Malignant neoplasm of overlapping sites of breast	Root	C00-D49	C50-C50	C50	C50.8				NA	0
C5081	C50.81	Malignant neoplasm of overlapping sites of breast, female	Root	C00-D49	C50-C50	C50	C50.8	C50.81			NA	0
C50811	C50.811	Malignant neoplasm of overlapping sites of right female breast	Root	C00-D49	C50-C50	C50	C50.8	C50.81	C50.811		C50811  Malignant neoplasm of overlapping sites of right female breast	0
C50812	C50.812	Malignant neoplasm of overlapping sites of left female breast	Root	C00-D49	C50-C50	C50	C50.8	C50.81	C50.812		C50812  Malignant neoplasm of overlapping sites of left female breast	0
C50819	C50.819	Malignant neoplasm of overlapping sites of unspecified female breast	Root	C00-D49	C50-C50	C50	C50.8	C50.81	C50.819		C50819  Malignant neoplasm of overlapping sites of unspecified female breast	0
C5082	C50.82	Malignant neoplasm of overlapping sites of breast, male	Root	C00-D49	C50-C50	C50	C50.8	C50.82			NA	0
C50821	C50.821	Malignant neoplasm of overlapping sites of right male breast	Root	C00-D49	C50-C50	C50	C50.8	C50.82	C50.821		C50821  Malignant neoplasm of overlapping sites of right male breast	0
C50822	C50.822	Malignant neoplasm of overlapping sites of left male breast	Root	C00-D49	C50-C50	C50	C50.8	C50.82	C50.822		C50822  Malignant neoplasm of overlapping sites of left male breast	0
C50829	C50.829	Malignant neoplasm of overlapping sites of unspecified male breast	Root	C00-D49	C50-C50	C50	C50.8	C50.82	C50.829		C50829  Malignant neoplasm of overlapping sites of unspecified male breast	0
C509	C50.9	Malignant neoplasm of breast of unspecified site	Root	C00-D49	C50-C50	C50	C50.9				NA	0
C5091	C50.91	Malignant neoplasm of breast of unspecified site, female	Root	C00-D49	C50-C50	C50	C50.9	C50.91			NA	0
C50911	C50.911	Malignant neoplasm of unspecified site of right female breast	Root	C00-D49	C50-C50	C50	C50.9	C50.91	C50.911		C50911  Malignant neoplasm of unspecified site of right female breast	0
C50912	C50.912	Malignant neoplasm of unspecified site of left female breast	Root	C00-D49	C50-C50	C50	C50.9	C50.91	C50.912		C50912  Malignant neoplasm of unspecified site of left female breast	0
C50919	C50.919	Malignant neoplasm of unspecified site of unspecified female breast	Root	C00-D49	C50-C50	C50	C50.9	C50.91	C50.919		C50919  Malignant neoplasm of unspecified site of unspecified female breast	0
C5092	C50.92	Malignant neoplasm of breast of unspecified site, male	Root	C00-D49	C50-C50	C50	C50.9	C50.92			NA	0
C50921	C50.921	Malignant neoplasm of unspecified site of right male breast	Root	C00-D49	C50-C50	C50	C50.9	C50.92	C50.921		C50921  Malignant neoplasm of unspecified site of right male breast	0
C50922	C50.922	Malignant neoplasm of unspecified site of left male breast	Root	C00-D49	C50-C50	C50	C50.9	C50.92	C50.922		C50922  Malignant neoplasm of unspecified site of left male breast	0
C50929	C50.929	Malignant neoplasm of unspecified site of unspecified male breast	Root	C00-D49	C50-C50	C50	C50.9	C50.92	C50.929		C50929  Malignant neoplasm of unspecified site of unspecified male breast	0
C50A	C50.A	Malignant inflammatory neoplasm of breast	Root	C00-D49	C50-C50	C50	C50.A				NA	0
C50A0	C50.A0	Malignant inflammatory neoplasm of unspecified breast	Root	C00-D49	C50-C50	C50	C50.A	C50.A0			C50A0   Malignant inflammatory neoplasm of unspecified breast	0
C50A1	C50.A1	Malignant inflammatory neoplasm of right breast	Root	C00-D49	C50-C50	C50	C50.A	C50.A1			C50A1   Malignant inflammatory neoplasm of right breast	0
C50A2	C50.A2	Malignant inflammatory neoplasm of left breast	Root	C00-D49	C50-C50	C50	C50.A	C50.A2			C50A2   Malignant inflammatory neoplasm of left breast	0
C51	C51	Malignant neoplasm of vulva	Root	C00-D49	C51-C58	C51					NA	0
C510	C51.0	Malignant neoplasm of labium majus	Root	C00-D49	C51-C58	C51	C51.0				C510    Malignant neoplasm of labium majus	0
C511	C51.1	Malignant neoplasm of labium minus	Root	C00-D49	C51-C58	C51	C51.1				C511    Malignant neoplasm of labium minus	0
C512	C51.2	Malignant neoplasm of clitoris	Root	C00-D49	C51-C58	C51	C51.2				C512    Malignant neoplasm of clitoris	0
C518	C51.8	Malignant neoplasm of overlapping sites of vulva	Root	C00-D49	C51-C58	C51	C51.8				C518    Malignant neoplasm of overlapping sites of vulva	0
C519	C51.9	Malignant neoplasm of vulva, unspecified	Root	C00-D49	C51-C58	C51	C51.9				C519    Malignant neoplasm of vulva, unspecified	0
C52	C52	Malignant neoplasm of vagina	Root	C00-D49	C51-C58	C52					C52     Malignant neoplasm of vagina	0
C53	C53	Malignant neoplasm of cervix uteri	Root	C00-D49	C51-C58	C53					NA	0
C530	C53.0	Malignant neoplasm of endocervix	Root	C00-D49	C51-C58	C53	C53.0				C530    Malignant neoplasm of endocervix	0
C531	C53.1	Malignant neoplasm of exocervix	Root	C00-D49	C51-C58	C53	C53.1				C531    Malignant neoplasm of exocervix	0
C538	C53.8	Malignant neoplasm of overlapping sites of cervix uteri	Root	C00-D49	C51-C58	C53	C53.8				C538    Malignant neoplasm of overlapping sites of cervix uteri	0
C539	C53.9	Malignant neoplasm of cervix uteri, unspecified	Root	C00-D49	C51-C58	C53	C53.9				C539    Malignant neoplasm of cervix uteri, unspecified	0
C54	C54	Malignant neoplasm of corpus uteri	Root	C00-D49	C51-C58	C54					NA	0
C540	C54.0	Malignant neoplasm of isthmus uteri	Root	C00-D49	C51-C58	C54	C54.0				C540    Malignant neoplasm of isthmus uteri	0
C541	C54.1	Malignant neoplasm of endometrium	Root	C00-D49	C51-C58	C54	C54.1				C541    Malignant neoplasm of endometrium	0
C542	C54.2	Malignant neoplasm of myometrium	Root	C00-D49	C51-C58	C54	C54.2				C542    Malignant neoplasm of myometrium	0
C543	C54.3	Malignant neoplasm of fundus uteri	Root	C00-D49	C51-C58	C54	C54.3				C543    Malignant neoplasm of fundus uteri	0
C548	C54.8	Malignant neoplasm of overlapping sites of corpus uteri	Root	C00-D49	C51-C58	C54	C54.8				C548    Malignant neoplasm of overlapping sites of corpus uteri	0
C549	C54.9	Malignant neoplasm of corpus uteri, unspecified	Root	C00-D49	C51-C58	C54	C54.9				C549    Malignant neoplasm of corpus uteri, unspecified	0
C55	C55	Malignant neoplasm of uterus, part unspecified	Root	C00-D49	C51-C58	C55					C55     Malignant neoplasm of uterus, part unspecified	0
C56	C56	Malignant neoplasm of ovary	Root	C00-D49	C51-C58	C56					NA	0
C561	C56.1	Malignant neoplasm of right ovary	Root	C00-D49	C51-C58	C56	C56.1				C561    Malignant neoplasm of right ovary	0
C562	C56.2	Malignant neoplasm of left ovary	Root	C00-D49	C51-C58	C56	C56.2				C562    Malignant neoplasm of left ovary	0
C563	C56.3	Malignant neoplasm of bilateral ovaries	Root	C00-D49	C51-C58	C56	C56.3				C563    Malignant neoplasm of bilateral ovaries	0
C569	C56.9	Malignant neoplasm of unspecified ovary	Root	C00-D49	C51-C58	C56	C56.9				C569    Malignant neoplasm of unspecified ovary	0
C57	C57	Malignant neoplasm of other and unspecified female genital organs	Root	C00-D49	C51-C58	C57					NA	0
C570	C57.0	Malignant neoplasm of fallopian tube	Root	C00-D49	C51-C58	C57	C57.0				NA	0
C5700	C57.00	Malignant neoplasm of unspecified fallopian tube	Root	C00-D49	C51-C58	C57	C57.0	C57.00			C5700   Malignant neoplasm of unspecified fallopian tube	0
C5701	C57.01	Malignant neoplasm of right fallopian tube	Root	C00-D49	C51-C58	C57	C57.0	C57.01			C5701   Malignant neoplasm of right fallopian tube	0
C5702	C57.02	Malignant neoplasm of left fallopian tube	Root	C00-D49	C51-C58	C57	C57.0	C57.02			C5702   Malignant neoplasm of left fallopian tube	0
C571	C57.1	Malignant neoplasm of broad ligament	Root	C00-D49	C51-C58	C57	C57.1				NA	0
C5710	C57.10	Malignant neoplasm of unspecified broad ligament	Root	C00-D49	C51-C58	C57	C57.1	C57.10			C5710   Malignant neoplasm of unspecified broad ligament	0
C5711	C57.11	Malignant neoplasm of right broad ligament	Root	C00-D49	C51-C58	C57	C57.1	C57.11			C5711   Malignant neoplasm of right broad ligament	0
C5712	C57.12	Malignant neoplasm of left broad ligament	Root	C00-D49	C51-C58	C57	C57.1	C57.12			C5712   Malignant neoplasm of left broad ligament	0
C572	C57.2	Malignant neoplasm of round ligament	Root	C00-D49	C51-C58	C57	C57.2				NA	0
C5720	C57.20	Malignant neoplasm of unspecified round ligament	Root	C00-D49	C51-C58	C57	C57.2	C57.20			C5720   Malignant neoplasm of unspecified round ligament	0
C5721	C57.21	Malignant neoplasm of right round ligament	Root	C00-D49	C51-C58	C57	C57.2	C57.21			C5721   Malignant neoplasm of right round ligament	0
C5722	C57.22	Malignant neoplasm of left round ligament	Root	C00-D49	C51-C58	C57	C57.2	C57.22			C5722   Malignant neoplasm of left round ligament	0
C573	C57.3	Malignant neoplasm of parametrium	Root	C00-D49	C51-C58	C57	C57.3				C573    Malignant neoplasm of parametrium	0
C574	C57.4	Malignant neoplasm of uterine adnexa, unspecified	Root	C00-D49	C51-C58	C57	C57.4				C574    Malignant neoplasm of uterine adnexa, unspecified	0
C577	C57.7	Malignant neoplasm of other specified female genital organs	Root	C00-D49	C51-C58	C57	C57.7				C577    Malignant neoplasm of other specified female genital organs	0
C578	C57.8	Malignant neoplasm of overlapping sites of female genital organs	Root	C00-D49	C51-C58	C57	C57.8				C578    Malignant neoplasm of overlapping sites of female genital organs	0
C579	C57.9	Malignant neoplasm of female genital organ, unspecified	Root	C00-D49	C51-C58	C57	C57.9				C579    Malignant neoplasm of female genital organ, unspecified	0
C58	C58	Malignant neoplasm of placenta	Root	C00-D49	C51-C58	C58					C58     Malignant neoplasm of placenta	0
C60	C60	Malignant neoplasm of penis	Root	C00-D49	C60-C63	C60					NA	0
C600	C60.0	Malignant neoplasm of prepuce	Root	C00-D49	C60-C63	C60	C60.0				C600    Malignant neoplasm of prepuce	0
C601	C60.1	Malignant neoplasm of glans penis	Root	C00-D49	C60-C63	C60	C60.1				C601    Malignant neoplasm of glans penis	0
C602	C60.2	Malignant neoplasm of body of penis	Root	C00-D49	C60-C63	C60	C60.2				C602    Malignant neoplasm of body of penis	0
C608	C60.8	Malignant neoplasm of overlapping sites of penis	Root	C00-D49	C60-C63	C60	C60.8				C608    Malignant neoplasm of overlapping sites of penis	0
