date	code	n
2025-05-19	0-S91.319A	1
2025-05-19	0-S91.332A	1
2025-05-19	0-T67.1XXS	1
2025-05-19	0-W57	1
2025-05-19	0-W57.XXXA	27
2025-05-19	0-other	10813
2025-05-19	1-E86.0	8
2025-05-19	1-E86.1	2
2025-05-19	1-E86.9	1
2025-05-19	1-E87.0	2
2025-05-19	1-E87.1	14
2025-05-19	1-E87.2	1
2025-05-19	1-E87.20	7
2025-05-19	1-E87.29	2
2025-05-19	1-E87.3	1
2025-05-19	1-E87.4	1
2025-05-19	1-E87.5	11
2025-05-19	1-E87.6	7
2025-05-19	1-E87.70	6
2025-05-19	1-E87.8	2
2025-05-19	1-L03.019	1
2025-05-19	1-L03.031	1
2025-05-19	1-L03.113	1
2025-05-19	1-L03.114	1
2025-05-19	1-L03.115	4
2025-05-19	1-L03.116	3
2025-05-19	1-L03.119	3
2025-05-19	1-L03.211	2
2025-05-19	1-L03.221	1
2025-05-19	1-L03.311	1
2025-05-19	1-L03.317	2
2025-05-19	1-L03.90	8
2025-05-19	1-M62.82	6
2025-05-19	1-M79.89	6
2025-05-19	1-N17.9	44
2025-05-19	1-R41.0	7
2025-05-19	1-R41.3	1
2025-05-19	1-R41.82	23
2025-05-19	1-R41.89	1
2025-05-19	1-R50.81	2
2025-05-19	1-R50.9	22
2025-05-19	1-R53.1	25
2025-05-19	1-R53.2	1
2025-05-19	1-R53.81	2
2025-05-19	1-R53.83	6
2025-05-19	1-R55	35
2025-05-19	1-other	2065
2025-05-20	0-B08.4	10
2025-05-20	0-B08.5	5
2025-05-20	0-B34.1	10
2025-05-20	0-E86.0	27
2025-05-20	0-E87.1	6
2025-05-20	0-E87.2	2
2025-05-20	0-E87.20	2
2025-05-20	0-E87.5	15
2025-05-20	0-E87.6	21
2025-05-20	0-E87.70	1
2025-05-20	0-E87.8	2
2025-05-20	0-H60.02	1
2025-05-20	0-H60.11	2
2025-05-20	0-H60.311	1
2025-05-20	0-H60.312	2
2025-05-20	0-H60.391	2
2025-05-20	0-H60.392	1
2025-05-20	0-H60.501	3
2025-05-20	0-H60.502	6
2025-05-20	0-H60.503	1
2025-05-20	0-H60.509	1
2025-05-20	0-H60.541	1
2025-05-20	0-H60.62	1
2025-05-20	0-H60.8X1	1
2025-05-20	0-H60.90	6
2025-05-20	0-H60.92	2
2025-05-20	0-H60.93	1
2025-05-20	0-L03.011	6
2025-05-20	0-L03.012	3
2025-05-20	0-L03.019	4
2025-05-20	0-L03.031	3
2025-05-20	0-L03.032	4
2025-05-20	0-L03.039	1
2025-05-20	0-L03.113	3
2025-05-20	0-L03.114	5
2025-05-20	0-L03.115	9
2025-05-20	0-L03.116	11
2025-05-20	0-L03.119	7
2025-05-20	0-L03.211	7
2025-05-20	0-L03.213	9
2025-05-20	0-L03.311	1
2025-05-20	0-L03.317	2
2025-05-20	0-L03.319	1
2025-05-20	0-L03.818	3
2025-05-20	0-L03.90	19
2025-05-20	0-L55.0	1
2025-05-20	0-L74.0	1
2025-05-20	0-M62.82	2
2025-05-20	0-M79.89	33
2025-05-20	0-N17.9	13
2025-05-20	0-R41.0	6
2025-05-20	0-R41.3	4
2025-05-20	0-R41.82	15
2025-05-20	0-R41.89	2
2025-05-20	0-R50.81	1
2025-05-20	0-R50.83	3
2025-05-20	0-R50.9	91
2025-05-20	0-R53.1	41
2025-05-20	0-R53.81	6
2025-05-20	0-R53.82	1
2025-05-20	0-R53.83	10
2025-05-20	0-R55	102
2025-05-20	0-S81.801A	1
2025-05-20	0-S81.809A	1
2025-05-20	0-S81.811A	2
2025-05-20	0-S81.812A	5
2025-05-20	0-S81.851A	1
2025-05-20	0-S91.301A	1
2025-05-20	0-S91.301S	1
2025-05-20	0-S91.302A	1
2025-05-20	0-S91.312A	1
2025-05-20	0-S91.319A	1
2025-05-20	0-S91.339A	1
2025-05-20	0-S91.351A	1
2025-05-20	0-W57.XXXA	17
2025-05-20	0-other	9894
2025-05-20	1-B08.02	1
2025-05-20	1-E86	1
2025-05-20	1-E86.0	6
2025-05-20	1-E87.0	5
2025-05-20	1-E87.1	21
2025-05-20	1-E87.2	1
2025-05-20	1-E87.20	3
2025-05-20	1-E87.5	11
2025-05-20	1-E87.6	9
2025-05-20	1-E87.70	7
2025-05-20	1-E87.8	1
2025-05-20	1-L03.012	1
2025-05-20	1-L03.031	1
2025-05-20	1-L03.113	1
2025-05-20	1-L03.114	2
2025-05-20	1-L03.115	2
2025-05-20	1-L03.116	4
2025-05-20	1-L03.119	6
2025-05-20	1-L03.211	1
2025-05-20	1-L03.213	1
2025-05-20	1-L03.221	1
2025-05-20	1-L03.317	1
2025-05-20	1-L03.90	6
2025-05-20	1-M62.82	5
2025-05-20	1-M79.89	10
2025-05-20	1-N17.9	45
2025-05-20	1-R41.0	4
2025-05-20	1-R41.3	3
2025-05-20	1-R41.82	28
2025-05-20	1-R41.89	3
2025-05-20	1-R50.9	18
2025-05-20	1-R53.1	31
2025-05-20	1-R53.2	1
2025-05-20	1-R53.81	5
2025-05-20	1-R53.83	1
2025-05-20	1-R55	43
2025-05-20	1-S81.801D	1
2025-05-20	1-S81.802A	1
2025-05-20	1-S91.301A	1
2025-05-20	1-other	1825
2025-05-21	0-B08.1	1
2025-05-21	0-B08.4	19
2025-05-21	0-B34.1	7
2025-05-21	0-B97.10	1
2025-05-21	0-E86.0	18
2025-05-21	0-E87.1	10
2025-05-21	0-E87.5	14
2025-05-21	0-E87.6	12
2025-05-21	0-E87.70	3
2025-05-21	0-E87.79	1
2025-05-21	0-E87.8	2
2025-05-21	0-H60.00	1
2025-05-21	0-H60.11	1
2025-05-21	0-H60.311	3
2025-05-21	0-H60.312	1
2025-05-21	0-H60.332	1
2025-05-21	0-H60.391	2
2025-05-21	0-H60.392	1
2025-05-21	0-H60.502	2
2025-05-21	0-H60.90	8
2025-05-21	0-H60.91	1
2025-05-21	0-H60.92	4
2025-05-21	0-L03.011	1
2025-05-21	0-L03.012	4
2025-05-21	0-L03.031	1
2025-05-21	0-L03.032	3
2025-05-21	0-L03.111	1
2025-05-21	0-L03.113	1
2025-05-21	0-L03.114	2
2025-05-21	0-L03.115	3
2025-05-21	0-L03.116	3
2025-05-21	0-L03.119	6
2025-05-21	0-L03.211	3
2025-05-21	0-L03.213	12
2025-05-21	0-L03.311	1
2025-05-21	0-L03.313	1
2025-05-21	0-L03.317	2
2025-05-21	0-L03.811	3
2025-05-21	0-L03.90	21
2025-05-21	0-L23.7	1
2025-05-21	0-L55.9	1
2025-05-21	0-L74.8	1
2025-05-21	0-M62.82	1
2025-05-21	0-M79.89	35
2025-05-21	0-N17.9	22
2025-05-21	0-R41.0	1
2025-05-21	0-R41.82	24
2025-05-21	0-R41.89	3
2025-05-21	0-R41.9	1
2025-05-21	0-R50.83	1
2025-05-21	0-R50.9	64
2025-05-21	0-R53	1
2025-05-21	0-R53.1	24
2025-05-21	0-R53.2	1
2025-05-21	0-R53.81	3
2025-05-21	0-R53.83	23
2025-05-21	0-R55	98
2025-05-21	0-S81.801A	1
2025-05-21	0-S81.802A	1
2025-05-21	0-S81.811A	1
2025-05-21	0-S81.812A	2
2025-05-21	0-S81.819A	3
2025-05-21	0-S81.851A	1
2025-05-21	0-S91.002A	1
2025-05-21	0-S91.011A	1
2025-05-21	0-S91.209A	1
2025-05-21	0-S91.212D	1
2025-05-21	0-S91.301A	1
2025-05-21	0-S91.309A	1
2025-05-21	0-W57.XXXA	17
2025-05-21	0-other	9247
2025-05-21	1-B34.1	2
2025-05-21	1-E86.0	11
2025-05-21	1-E86.1	1
2025-05-21	1-E87.0	4
2025-05-21	1-E87.1	12
2025-05-21	1-E87.20	6
2025-05-21	1-E87.29	1
2025-05-21	1-E87.5	14
2025-05-21	1-E87.6	4
2025-05-21	1-E87.70	4
2025-05-21	1-E87.79	1
2025-05-21	1-E87.8	5
2025-05-21	1-L03.039	1
2025-05-21	1-L03.113	3
2025-05-21	1-L03.115	2
2025-05-21	1-L03.116	4
2025-05-21	1-L03.119	4
2025-05-21	1-L03.213	1
2025-05-21	1-L03.312	1
2025-05-21	1-L03.314	1
2025-05-21	1-L03.90	7
2025-05-21	1-M62.82	2
2025-05-21	1-M79.81	1
2025-05-21	1-M79.89	7
2025-05-21	1-N17.9	37
2025-05-21	1-R41.0	5
2025-05-21	1-R41.82	26
2025-05-21	1-R41.89	1
2025-05-21	1-R50.9	20
2025-05-21	1-R53.1	22
2025-05-21	1-R53.81	4
2025-05-21	1-R53.83	3
2025-05-21	1-R55	25
2025-05-21	1-S91.302A	1
2025-05-21	1-S91.332S	1
2025-05-21	1-S91.352A	1
2025-05-21	1-T67.1XXA	1
2025-05-21	1-other	1737
2025-05-22	0-B08.1	1
2025-05-22	0-B08.20	1
2025-05-22	0-B08.3	1
2025-05-22	0-B08.4	11
2025-05-22	0-B08.5	7
2025-05-22	0-B34.1	3
2025-05-22	0-B97.10	2
2025-05-22	0-E86.0	16
2025-05-22	0-E86.1	1
2025-05-22	0-E87.0	4
2025-05-22	0-E87.1	11
2025-05-22	0-E87.20	4
2025-05-22	0-E87.29	1
2025-05-22	0-E87.3	1
2025-05-22	0-E87.5	12
2025-05-22	0-E87.6	13
2025-05-22	0-E87.79	1
2025-05-22	0-E87.8	2
2025-05-22	0-H60.01	2
2025-05-22	0-H60.11	1
2025-05-22	0-H60.21	1
2025-05-22	0-H60.311	1
2025-05-22	0-H60.313	1
2025-05-22	0-H60.392	2
2025-05-22	0-H60.393	1
2025-05-22	0-H60.501	2
2025-05-22	0-H60.502	2
2025-05-22	0-H60.503	3
2025-05-22	0-H60.90	5
2025-05-22	0-H60.92	1
2025-05-22	0-L03.011	5
2025-05-22	0-L03.012	5
2025-05-22	0-L03.031	3
2025-05-22	0-L03.032	3
2025-05-22	0-L03.039	1
2025-05-22	0-L03.113	3
2025-05-22	0-L03.114	3
2025-05-22	0-L03.115	8
2025-05-22	0-L03.116	4
2025-05-22	0-L03.119	3
2025-05-22	0-L03.211	2
2025-05-22	0-L03.213	14
2025-05-22	0-L03.221	1
2025-05-22	0-L03.311	2
2025-05-22	0-L03.316	1
2025-05-22	0-L03.317	1
2025-05-22	0-L03.319	1
2025-05-22	0-L03.818	1
2025-05-22	0-L03.90	22
2025-05-22	0-L23.7	2
2025-05-22	0-M62.82	2
2025-05-22	0-M79.81	1
2025-05-22	0-M79.89	39
2025-05-22	0-N17.9	12
2025-05-22	0-R41.0	4
2025-05-22	0-R41.82	18
2025-05-22	0-R41.89	2
2025-05-22	0-R50.9	79
2025-05-22	0-R53.1	22
2025-05-22	0-R53.81	7
2025-05-22	0-R53.82	2
2025-05-22	0-R53.83	18
2025-05-22	0-R55	94
2025-05-22	0-S81.801A	1
2025-05-22	0-S81.802A	1
2025-05-22	0-S81.811A	1
2025-05-22	0-S81.812A	1
2025-05-22	0-S81.819A	1
2025-05-22	0-S81.852A	1
2025-05-22	0-S91.109A	1
2025-05-22	0-S91.301A	1
2025-05-22	0-S91.309A	1
2025-05-22	0-S91.312A	1
2025-05-22	0-S91.331A	1
2025-05-22	0-W57.XXXA	12
2025-05-22	0-other	8767
2025-05-22	1-E86.0	5
2025-05-22	1-E86.1	1
2025-05-22	1-E87.0	3
2025-05-22	1-E87.1	15
2025-05-22	1-E87.20	4
2025-05-22	1-E87.21	1
2025-05-22	1-E87.29	4
2025-05-22	1-E87.5	11
2025-05-22	1-E87.6	9
2025-05-22	1-E87.71	1
2025-05-22	1-E87.79	1
2025-05-22	1-E87.8	3
2025-05-22	1-H60.02	1
2025-05-22	1-H60.22	1
2025-05-22	1-L03.011	1
2025-05-22	1-L03.012	1
2025-05-22	1-L03.031	1
2025-05-22	1-L03.113	1
2025-05-22	1-L03.115	3
2025-05-22	1-L03.116	3
2025-05-22	1-L03.119	4
2025-05-22	1-L03.213	1
2025-05-22	1-L03.90	7
2025-05-22	1-M62.82	3
2025-05-22	1-M79.89	8
2025-05-22	1-N17.0	1
2025-05-22	1-N17.8	1
2025-05-22	1-N17.9	29
2025-05-22	1-R41.0	2
2025-05-22	1-R41.82	26
2025-05-22	1-R50.9	14
2025-05-22	1-R53.1	17
2025-05-22	1-R53.81	2
2025-05-22	1-R53.83	3
2025-05-22	1-R55	35
2025-05-22	1-S91.301A	1
2025-05-22	1-other	1717
2025-05-23	0-B08.1	2
2025-05-23	0-B08.4	18
2025-05-23	0-B08.5	5
2025-05-23	0-B34.1	9
2025-05-23	0-B97.10	1
2025-05-23	0-B97.11	1
2025-05-23	0-E86.0	5
2025-05-23	0-E87.0	2
2025-05-23	0-E87.1	5
2025-05-23	0-E87.20	1
2025-05-23	0-E87.5	16
2025-05-23	0-E87.6	12
2025-05-23	0-E87.70	1
2025-05-23	0-E87.8	2
2025-05-23	0-H60.00	1
2025-05-23	0-H60.12	1
2025-05-23	0-H60.313	1
2025-05-23	0-H60.322	1
2025-05-23	0-H60.392	2
2025-05-23	0-H60.393	1
2025-05-23	0-H60.501	3
2025-05-23	0-H60.502	3
2025-05-23	0-H60.503	1
2025-05-23	0-H60.509	1
2025-05-23	0-H60.591	1
2025-05-23	0-H60.90	9
2025-05-23	0-H60.91	1
2025-05-23	0-H60.92	4
2025-05-23	0-H60.93	1
2025-05-23	0-L03.011	7
2025-05-23	0-L03.012	3
2025-05-23	0-L03.019	4
2025-05-23	0-L03.031	5
2025-05-23	0-L03.032	1
2025-05-23	0-L03.039	4
2025-05-23	0-L03.112	1
2025-05-23	0-L03.113	3
2025-05-23	0-L03.114	1
2025-05-23	0-L03.115	6
2025-05-23	0-L03.116	8
2025-05-23	0-L03.119	4
2025-05-23	0-L03.211	4
2025-05-23	0-L03.213	6
2025-05-23	0-L03.221	2
2025-05-23	0-L03.311	3
2025-05-23	0-L03.317	2
2025-05-23	0-L03.818	1
2025-05-23	0-L03.90	21
2025-05-23	0-L23.7	6
2025-05-23	0-L55.0	1
2025-05-23	0-L55.9	1
2025-05-23	0-M79.81	1
2025-05-23	0-M79.89	24
2025-05-23	0-N17.8	1
2025-05-23	0-N17.9	18
2025-05-23	0-R41.0	5
2025-05-23	0-R41.3	1
2025-05-23	0-R41.82	14
2025-05-23	0-R41.89	4
2025-05-23	0-R50.9	92
2025-05-23	0-R53.1	35
2025-05-23	0-R53.81	1
2025-05-23	0-R53.83	10
2025-05-23	0-R55	118
2025-05-23	0-S81.802A	2
2025-05-23	0-S81.802D	1
2025-05-23	0-S81.811A	3
2025-05-23	0-S81.812A	2
2025-05-23	0-S81.819A	2
2025-05-23	0-S81.852A	1
2025-05-23	0-S91.012A	1
2025-05-23	0-S91.119A	2
2025-05-23	0-S91.311A	2
2025-05-23	0-S91.312A	1
2025-05-23	0-S91.359A	1
2025-05-23	0-T67.1XXA	1
2025-05-23	0-W57.XXXA	9
2025-05-23	0-other	9117
2025-05-23	1-B34.1	1
2025-05-23	1-E86.0	6
2025-05-23	1-E87.1	20
2025-05-23	1-E87.2	1
2025-05-23	1-E87.20	5
2025-05-23	1-E87.29	1
2025-05-23	1-E87.3	2
2025-05-23	1-E87.4	1
2025-05-23	1-E87.5	11
2025-05-23	1-E87.6	8
2025-05-23	1-E87.70	4
2025-05-23	1-E87.79	1
2025-05-23	1-E87.8	1
2025-05-23	1-L03.011	1
2025-05-23	1-L03.113	1
2025-05-23	1-L03.115	4
2025-05-23	1-L03.116	3
2025-05-23	1-L03.119	4
2025-05-23	1-L03.211	1
2025-05-23	1-L03.312	1
2025-05-23	1-L03.317	1
2025-05-23	1-L03.90	5
2025-05-23	1-M79.89	6
2025-05-23	1-N17.0	2
2025-05-23	1-N17.9	38
2025-05-23	1-R41.0	4
2025-05-23	1-R41.82	31
2025-05-23	1-R50.81	1
2025-05-23	1-R50.9	24
2025-05-23	1-R53.1	18
2025-05-23	1-R53.2	1
2025-05-23	1-R53.81	3
2025-05-23	1-R53.83	8
2025-05-23	1-R55	31
2025-05-23	1-S91.301A	1
2025-05-23	1-other	1785
2025-05-24	0-B08.4	22
2025-05-24	0-B08.5	2
2025-05-24	0-B34.1	8
2025-05-24	0-B97.10	2
2025-05-24	0-B97.11	1
2025-05-24	0-B97.19	1
2025-05-24	0-E86.0	12
2025-05-24	0-E87.1	11
2025-05-24	0-E87.29	1
2025-05-24	0-E87.5	6
2025-05-24	0-E87.6	12
2025-05-24	0-E87.70	2
2025-05-24	0-E87.79	1
2025-05-24	0-H60.01	2
2025-05-24	0-H60.311	1
2025-05-24	0-H60.501	4
2025-05-24	0-H60.502	5
2025-05-24	0-H60.509	2
2025-05-24	0-H60.521	1
2025-05-24	0-H60.90	5
2025-05-24	0-H60.92	1
2025-05-24	0-L03.011	5
2025-05-24	0-L03.012	5
2025-05-24	0-L03.019	3
2025-05-24	0-L03.031	1
2025-05-24	0-L03.032	2
2025-05-24	0-L03.039	1
2025-05-24	0-L03.113	2
2025-05-24	0-L03.114	3
2025-05-24	0-L03.115	8
2025-05-24	0-L03.116	3
2025-05-24	0-L03.119	4
2025-05-24	0-L03.211	2
2025-05-24	0-L03.213	8
2025-05-24	0-L03.818	1
2025-05-24	0-L03.90	16
2025-05-24	0-L55.9	1
2025-05-24	0-L74.0	1
2025-05-24	0-M62.82	3
2025-05-24	0-M79.89	24
2025-05-24	0-N17.9	16
2025-05-24	0-R41.0	4
2025-05-24	0-R41.3	3
2025-05-24	0-R41.82	20
2025-05-24	0-R50.83	1
2025-05-24	0-R50.9	85
2025-05-24	0-R53.1	28
2025-05-24	0-R53.2	1
2025-05-24	0-R53.81	4
2025-05-24	0-R53.83	24
2025-05-24	0-R55	74
2025-05-24	0-S81.801A	2
2025-05-24	0-S81.811A	4
2025-05-24	0-S81.812A	4
2025-05-24	0-S81.819A	3
2025-05-24	0-S81.839A	1
2025-05-24	0-S91.002A	1
2025-05-24	0-S91.109A	2
2025-05-24	0-S91.112A	2
2025-05-24	0-S91.115A	1
2025-05-24	0-S91.209A	1
2025-05-24	0-S91.215A	1
2025-05-24	0-S91.311A	1
2025-05-24	0-S91.319A	1
2025-05-24	0-S91.351A	1
2025-05-24	0-S91.359A	1
2025-05-24	0-W57.XXXA	7
2025-05-24	0-other	8227
2025-05-24	1-E86.0	5
2025-05-24	1-E86.1	1
2025-05-24	1-E87.0	4
2025-05-24	1-E87.1	16
2025-05-24	1-E87.20	3
2025-05-24	1-E87.21	2
2025-05-24	1-E87.29	3
2025-05-24	1-E87.3	1
2025-05-24	1-E87.5	10
2025-05-24	1-E87.6	3
2025-05-24	1-E87.70	4
2025-05-24	1-E87.79	3
2025-05-24	1-E87.8	1
2025-05-24	1-L03.019	1
2025-05-24	1-L03.114	2
2025-05-24	1-L03.115	4
2025-05-24	1-L03.116	2
2025-05-24	1-L03.211	1
2025-05-24	1-L03.213	1
2025-05-24	1-L03.317	1
2025-05-24	1-L03.90	6
2025-05-24	1-M62.82	1
2025-05-24	1-M79.89	5
2025-05-24	1-N17.9	27
2025-05-24	1-R41.0	2
2025-05-24	1-R41.82	28
2025-05-24	1-R41.89	1
2025-05-24	1-R50.81	1
2025-05-24	1-R50.9	13
2025-05-24	1-R53.1	21
2025-05-24	1-R53.81	3
2025-05-24	1-R53.83	1
2025-05-24	1-R55	28
2025-05-24	1-S81.801A	2
2025-05-24	1-S81.801D	1
2025-05-24	1-S81.802A	1
2025-05-24	1-S81.812A	1
2025-05-24	1-other	1578
2025-05-25	0-B08.1	1
2025-05-25	0-B08.20	1
2025-05-25	0-B08.4	23
2025-05-25	0-B08.5	7
2025-05-25	0-B34.1	15
2025-05-25	0-B97.11	1
2025-05-25	0-E86.0	18
2025-05-25	0-E87.1	6
2025-05-25	0-E87.20	1
2025-05-25	0-E87.5	4
2025-05-25	0-E87.6	10
2025-05-25	0-E87.70	1
2025-05-25	0-E87.79	1
2025-05-25	0-H60.01	1
2025-05-25	0-H60.21	1
2025-05-25	0-H60.391	1
2025-05-25	0-H60.392	2
2025-05-25	0-H60.393	1
2025-05-25	0-H60.501	2
2025-05-25	0-H60.502	2
2025-05-25	0-H60.503	1
2025-05-25	0-H60.509	1
2025-05-25	0-H60.591	1
2025-05-25	0-H60.90	1
2025-05-25	0-H60.91	2
2025-05-25	0-H60.92	1
2025-05-25	0-L03.011	1
2025-05-25	0-L03.012	5
2025-05-25	0-L03.019	3
2025-05-25	0-L03.031	1
2025-05-25	0-L03.032	1
2025-05-25	0-L03.113	1
2025-05-25	0-L03.114	3
2025-05-25	0-L03.115	9
2025-05-25	0-L03.116	5
2025-05-25	0-L03.119	3
2025-05-25	0-L03.211	6
2025-05-25	0-L03.213	11
2025-05-25	0-L03.317	3
2025-05-25	0-L03.319	1
2025-05-25	0-L03.90	16
2025-05-25	0-L23.7	2
2025-05-25	0-L74.0	2
2025-05-25	0-M62.82	2
2025-05-25	0-M79.89	20
2025-05-25	0-N17.9	12
2025-05-25	0-R41.0	4
2025-05-25	0-R41.82	18
2025-05-25	0-R41.840	1
2025-05-25	0-R41.89	1
2025-05-25	0-R41.9	1
2025-05-25	0-R50.83	1
2025-05-25	0-R50.9	76
2025-05-25	0-R53	1
2025-05-25	0-R53.1	18
2025-05-25	0-R53.81	3
2025-05-25	0-R53.83	10
2025-05-25	0-R55	95
2025-05-25	0-S81.802A	1
2025-05-25	0-S81.811A	6
2025-05-25	0-S81.812A	3
2025-05-25	0-S81.819A	2
2025-05-25	0-S91.101A	1
2025-05-25	0-S91.119A	2
2025-05-25	0-S91.209A	1
2025-05-25	0-S91.312A	2
2025-05-25	0-S91.319A	1
2025-05-25	0-W57.XXXA	13
2025-05-25	0-other	7950
2025-05-25	1-E86.0	5
2025-05-25	1-E86.1	1
2025-05-25	1-E87.0	3
2025-05-25	1-E87.1	9
2025-05-25	1-E87.20	5
2025-05-25	1-E87.29	1
2025-05-25	1-E87.5	8
2025-05-25	1-E87.6	4
2025-05-25	1-E87.70	5
2025-05-25	1-E87.8	3
2025-05-25	1-L03.039	1
2025-05-25	1-L03.113	1
2025-05-25	1-L03.114	2
2025-05-25	1-L03.115	1
2025-05-25	1-L03.116	4
2025-05-25	1-L03.119	2
2025-05-25	1-L03.211	1
2025-05-25	1-L03.90	7
2025-05-25	1-M62.82	4
2025-05-25	1-M79.89	2
2025-05-25	1-N17.9	40
2025-05-25	1-R41.0	3
2025-05-25	1-R41.82	32
2025-05-25	1-R41.89	1
2025-05-25	1-R50.81	1
2025-05-25	1-R50.9	16
2025-05-25	1-R53.1	10
2025-05-25	1-R53.2	1
2025-05-25	1-R53.83	1
2025-05-25	1-R55	46
2025-05-25	1-S91.302A	1
2025-05-25	1-T67.1XXA	1
2025-05-25	1-other	1654
2025-05-26	0-A87.0	1
2025-05-26	0-B08.1	3
2025-05-26	0-B08.20	1
2025-05-26	0-B08.4	19
2025-05-26	0-B08.5	2
2025-05-26	0-B34.1	9
2025-05-26	0-B97.10	1
2025-05-26	0-E86.0	18
2025-05-26	0-E87.0	1
2025-05-26	0-E87.1	7
2025-05-26	0-E87.20	2
2025-05-26	0-E87.29	1
2025-05-26	0-E87.5	5
2025-05-26	0-E87.6	13
2025-05-26	0-E87.70	1
2025-05-26	0-H60.00	1
2025-05-26	0-H60.312	1
2025-05-26	0-H60.332	1
2025-05-26	0-H60.391	4
2025-05-26	0-H60.392	1
2025-05-26	0-H60.399	1
2025-05-26	0-H60.501	5
2025-05-26	0-H60.502	2
2025-05-26	0-H60.509	1
2025-05-26	0-H60.511	1
2025-05-26	0-H60.513	1
2025-05-26	0-H60.61	1
2025-05-26	0-H60.90	4
2025-05-26	0-H60.91	1
2025-05-26	0-H60.92	1
2025-05-26	0-L03.011	2
2025-05-26	0-L03.012	4
2025-05-26	0-L03.019	2
2025-05-26	0-L03.031	4
2025-05-26	0-L03.032	1
2025-05-26	0-L03.039	1
2025-05-26	0-L03.113	6
2025-05-26	0-L03.114	2
2025-05-26	0-L03.115	4
2025-05-26	0-L03.116	4
2025-05-26	0-L03.119	3
2025-05-26	0-L03.211	7
2025-05-26	0-L03.213	6
2025-05-26	0-L03.3	1
2025-05-26	0-L03.313	2
2025-05-26	0-L03.317	1
2025-05-26	0-L03.811	1
2025-05-26	0-L03.818	1
2025-05-26	0-L03.90	14
2025-05-26	0-L23.7	2
2025-05-26	0-L55.9	2
2025-05-26	0-L74.0	1
2025-05-26	0-L74.3	1
2025-05-26	0-M79.89	34
2025-05-26	0-N17.1	1
2025-05-26	0-N17.9	15
2025-05-26	0-R41.0	1
2025-05-26	0-R41.82	22
2025-05-26	0-R41.89	2
2025-05-26	0-R50.9	68
2025-05-26	0-R53	1
2025-05-26	0-R53.1	37
2025-05-26	0-R53.2	1
2025-05-26	0-R53.81	5
2025-05-26	0-R53.83	16
2025-05-26	0-R55	93
2025-05-26	0-S81.801A	1
2025-05-26	0-S81.811A	3
2025-05-26	0-S81.812A	6
2025-05-26	0-S81.819A	2
2025-05-26	0-S81.831A	1
2025-05-26	0-S81.859A	1
2025-05-26	0-S91.011A	1
2025-05-26	0-S91.112A	2
2025-05-26	0-S91.119A	1
2025-05-26	0-S91.209A	1
2025-05-26	0-S91.311A	1
2025-05-26	0-S91.312A	3
2025-05-26	0-S91.319A	1
2025-05-26	0-T67.1XXA	2
2025-05-26	0-T67.5XXA	1
2025-05-26	0-W57.XXXA	34
2025-05-26	0-other	8864
2025-05-26	1-B08.4	1
2025-05-26	1-B34.1	1
2025-05-26	1-E86.0	6
2025-05-26	1-E87.0	2
2025-05-26	1-E87.1	13
2025-05-26	1-E87.20	4
2025-05-26	1-E87.4	1
2025-05-26	1-E87.5	21
2025-05-26	1-E87.6	5
2025-05-26	1-E87.70	4
2025-05-26	1-E87.79	3
2025-05-26	1-E87.8	2
2025-05-26	1-L03.113	1
2025-05-26	1-L03.114	1
2025-05-26	1-L03.115	2
2025-05-26	1-L03.116	2
2025-05-26	1-L03.119	3
2025-05-26	1-L03.211	5
2025-05-26	1-L03.213	1
2025-05-26	1-L03.314	1
2025-05-26	1-L03.317	1
2025-05-26	1-L03.90	6
2025-05-26	1-M62.82	2
2025-05-26	1-M79.89	10
2025-05-26	1-N17.0	1
2025-05-26	1-N17.9	35
2025-05-26	1-R41.0	2
2025-05-26	1-R41.82	35
2025-05-26	1-R41.843	1
2025-05-26	1-R41.89	3
2025-05-26	1-R50.81	1
2025-05-26	1-R50.9	21
2025-05-26	1-R53.1	20
2025-05-26	1-R53.2	1
2025-05-26	1-R53.83	2
2025-05-26	1-R55	25
2025-05-26	1-S91.101A	1
2025-05-26	1-S91.309A	1
2025-05-26	1-other	1704
2025-05-27	0-B08.1	2
2025-05-27	0-B08.4	25
2025-05-27	0-B08.5	3
2025-05-27	0-B34.1	8
2025-05-27	0-E86.0	18
2025-05-27	0-E87.1	9
2025-05-27	0-E87.20	2
2025-05-27	0-E87.5	12
2025-05-27	0-E87.6	17
2025-05-27	0-E87.70	4
2025-05-27	0-E87.8	1
2025-05-27	0-H60.00	2
2025-05-27	0-H60.10	1
2025-05-27	0-H60.312	3
2025-05-27	0-H60.332	1
2025-05-27	0-H60.391	2
2025-05-27	0-H60.501	3
2025-05-27	0-H60.502	5
2025-05-27	0-H60.509	1
2025-05-27	0-H60.8X1	1
2025-05-27	0-H60.90	7
2025-05-27	0-H60.92	2
2025-05-27	0-H60.93	1
2025-05-27	0-L03.011	4
2025-05-27	0-L03.012	9
2025-05-27	0-L03.019	3
2025-05-27	0-L03.031	2
2025-05-27	0-L03.032	1
2025-05-27	0-L03.039	5
2025-05-27	0-L03.113	3
2025-05-27	0-L03.114	3
2025-05-27	0-L03.115	12
2025-05-27	0-L03.116	6
2025-05-27	0-L03.119	6
2025-05-27	0-L03.211	5
2025-05-27	0-L03.213	6
2025-05-27	0-L03.221	1
2025-05-27	0-L03.311	1
2025-05-27	0-L03.317	2
2025-05-27	0-L03.811	1
2025-05-27	0-L03.818	3
