date	code	n
2025-04-19	0-B34.1	4
2025-04-19	0-B97.10	1
2025-04-19	0-E86.0	16
2025-04-19	0-E86.1	1
2025-04-19	0-E87.1	12
2025-04-19	0-E87.20	2
2025-04-19	0-E87.5	10
2025-04-19	0-E87.6	11
2025-04-19	0-E87.70	2
2025-04-19	0-E87.8	2
2025-04-19	0-H60.02	1
2025-04-19	0-H60.501	4
2025-04-19	0-H60.502	6
2025-04-19	0-H60.90	8
2025-04-19	0-H60.91	1
2025-04-19	0-H60.92	2
2025-04-19	0-L03.011	2
2025-04-19	0-L03.012	3
2025-04-19	0-L03.031	6
2025-04-19	0-L03.032	1
2025-04-19	0-L03.113	3
2025-04-19	0-L03.114	1
2025-04-19	0-L03.115	8
2025-04-19	0-L03.116	5
2025-04-19	0-L03.119	7
2025-04-19	0-L03.211	4
2025-04-19	0-L03.213	8
2025-04-19	0-L03.221	1
2025-04-19	0-L03.312	1
2025-04-19	0-L03.313	1
2025-04-19	0-L03.314	1
2025-04-19	0-L03.818	2
2025-04-19	0-L03.90	16
2025-04-19	0-L74.8	1
2025-04-19	0-M62.82	6
2025-04-19	0-M79.89	27
2025-04-19	0-N17.9	18
2025-04-19	0-R41.0	2
2025-04-19	0-R41.82	16
2025-04-19	0-R41.89	1
2025-04-19	0-R50.81	2
2025-04-19	0-R50.83	1
2025-04-19	0-R50.9	69
2025-04-19	0-R53.1	30
2025-04-19	0-R53.81	7
2025-04-19	0-R53.82	1
2025-04-19	0-R53.83	19
2025-04-19	0-R55	110
2025-04-19	0-S81.801A	1
2025-04-19	0-S81.802A	2
2025-04-19	0-S81.811A	2
2025-04-19	0-S81.812A	6
2025-04-19	0-S81.819A	3
2025-04-19	0-S81.851A	1
2025-04-19	0-S91.011A	1
2025-04-19	0-S91.012A	1
2025-04-19	0-S91.059A	1
2025-04-19	0-S91.111A	1
2025-04-19	0-S91.119A	1
2025-04-19	0-S91.209A	2
2025-04-19	0-S91.301A	1
2025-04-19	0-S91.302A	1
2025-04-19	0-S91.309A	1
2025-04-19	0-S91.311A	1
2025-04-19	0-S91.312A	1
2025-04-19	0-S91.319A	1
2025-04-19	0-S91.331A	1
2025-04-19	0-T67.1XXA	2
2025-04-19	0-W57.XXXA	5
2025-04-19	0-other	8016
2025-04-19	1-B34.1	1
2025-04-19	1-E86.0	9
2025-04-19	1-E86.1	1
2025-04-19	1-E86.9	1
2025-04-19	1-E87.0	4
2025-04-19	1-E87.1	13
2025-04-19	1-E87.2	4
2025-04-19	1-E87.20	8
2025-04-19	1-E87.29	1
2025-04-19	1-E87.5	8
2025-04-19	1-E87.6	4
2025-04-19	1-E87.70	5
2025-04-19	1-E87.8	2
2025-04-19	1-L03.113	2
2025-04-19	1-L03.114	4
2025-04-19	1-L03.116	3
2025-04-19	1-L03.119	1
2025-04-19	1-L03.90	4
2025-04-19	1-M62.82	3
2025-04-19	1-M79.89	3
2025-04-19	1-N17.9	44
2025-04-19	1-R41.82	33
2025-04-19	1-R41.89	3
2025-04-19	1-R50.81	1
2025-04-19	1-R50.9	26
2025-04-19	1-R53.1	23
2025-04-19	1-R53.2	1
2025-04-19	1-R53.81	2
2025-04-19	1-R53.83	3
2025-04-19	1-R55	31
2025-04-19	1-S81.832A	1
2025-04-19	1-T67.5XXA	1
2025-04-19	1-T67.9XXA	1
2025-04-19	1-other	1642
2025-04-20	0-B08.20	1
2025-04-20	0-B08.4	4
2025-04-20	0-B34.1	6
2025-04-20	0-B97.10	1
2025-04-20	0-E86.0	21
2025-04-20	0-E87.1	3
2025-04-20	0-E87.5	5
2025-04-20	0-E87.6	7
2025-04-20	0-E87.70	4
2025-04-20	0-H60.333	1
2025-04-20	0-H60.392	1
2025-04-20	0-H60.393	1
2025-04-20	0-H60.399	1
2025-04-20	0-H60.501	4
2025-04-20	0-H60.90	3
2025-04-20	0-H60.91	1
2025-04-20	0-L03.0	1
2025-04-20	0-L03.011	1
2025-04-20	0-L03.012	4
2025-04-20	0-L03.019	7
2025-04-20	0-L03.032	3
2025-04-20	0-L03.111	1
2025-04-20	0-L03.114	3
2025-04-20	0-L03.115	7
2025-04-20	0-L03.116	4
2025-04-20	0-L03.119	1
2025-04-20	0-L03.211	3
2025-04-20	0-L03.213	9
2025-04-20	0-L03.221	2
2025-04-20	0-L03.311	1
2025-04-20	0-L03.314	1
2025-04-20	0-L03.317	1
2025-04-20	0-L03.90	11
2025-04-20	0-L23.7	1
2025-04-20	0-L55.0	1
2025-04-20	0-L55.9	1
2025-04-20	0-L74.0	2
2025-04-20	0-M62.82	2
2025-04-20	0-M79.81	1
2025-04-20	0-M79.89	27
2025-04-20	0-N17.9	19
2025-04-20	0-R41.3	1
2025-04-20	0-R41.82	16
2025-04-20	0-R41.89	1
2025-04-20	0-R41.9	1
2025-04-20	0-R50.81	2
2025-04-20	0-R50.9	73
2025-04-20	0-R53.1	26
2025-04-20	0-R53.81	3
2025-04-20	0-R53.83	8
2025-04-20	0-R55	89
2025-04-20	0-S81.801A	2
2025-04-20	0-S81.802A	1
2025-04-20	0-S81.811A	1
2025-04-20	0-S81.811D	1
2025-04-20	0-S81.812A	7
2025-04-20	0-S81.831A	1
2025-04-20	0-S91.111A	2
2025-04-20	0-S91.119A	1
2025-04-20	0-S91.121A	1
2025-04-20	0-S91.209A	1
2025-04-20	0-S91.309A	2
2025-04-20	0-S91.311A	2
2025-04-20	0-S91.312A	4
2025-04-20	0-S91.319A	1
2025-04-20	0-S91.321A	1
2025-04-20	0-S91.331A	1
2025-04-20	0-S91.339A	1
2025-04-20	0-S91.341A	1
2025-04-20	0-W57.XXXA	13
2025-04-20	0-other	7584
2025-04-20	1-E86	1
2025-04-20	1-E86.0	6
2025-04-20	1-E86.1	1
2025-04-20	1-E87.0	1
2025-04-20	1-E87.1	14
2025-04-20	1-E87.2	2
2025-04-20	1-E87.20	3
2025-04-20	1-E87.29	4
2025-04-20	1-E87.3	1
2025-04-20	1-E87.4	1
2025-04-20	1-E87.5	8
2025-04-20	1-E87.6	9
2025-04-20	1-E87.70	3
2025-04-20	1-E87.79	1
2025-04-20	1-L03.113	3
2025-04-20	1-L03.114	1
2025-04-20	1-L03.115	1
2025-04-20	1-L03.116	2
2025-04-20	1-L03.119	2
2025-04-20	1-L03.211	2
2025-04-20	1-L03.221	1
2025-04-20	1-L03.90	4
2025-04-20	1-M62.82	5
2025-04-20	1-M79.81	1
2025-04-20	1-M79.89	5
2025-04-20	1-N17.9	47
2025-04-20	1-R41.0	3
2025-04-20	1-R41.82	41
2025-04-20	1-R41.89	4
2025-04-20	1-R50.9	23
2025-04-20	1-R53.1	16
2025-04-20	1-R53.2	1
2025-04-20	1-R53.81	2
2025-04-20	1-R53.83	1
2025-04-20	1-R55	40
2025-04-20	1-S91.309A	2
2025-04-20	1-other	1648
2025-04-21	0-B08.20	1
2025-04-21	0-B08.4	3
2025-04-21	0-B08.5	1
2025-04-21	0-B34.1	8
2025-04-21	0-E86.0	18
2025-04-21	0-E87.1	8
2025-04-21	0-E87.20	3
2025-04-21	0-E87.29	1
2025-04-21	0-E87.5	12
2025-04-21	0-E87.6	13
2025-04-21	0-E87.70	4
2025-04-21	0-H60.312	1
2025-04-21	0-H60.313	1
2025-04-21	0-H60.392	3
2025-04-21	0-H60.501	4
2025-04-21	0-H60.502	2
2025-04-21	0-H60.503	1
2025-04-21	0-H60.509	1
2025-04-21	0-H60.90	4
2025-04-21	0-H60.92	4
2025-04-21	0-L03.011	5
2025-04-21	0-L03.012	5
2025-04-21	0-L03.019	2
2025-04-21	0-L03.032	3
2025-04-21	0-L03.039	4
2025-04-21	0-L03.112	1
2025-04-21	0-L03.113	1
2025-04-21	0-L03.114	4
2025-04-21	0-L03.115	5
2025-04-21	0-L03.116	7
2025-04-21	0-L03.119	4
2025-04-21	0-L03.211	5
2025-04-21	0-L03.213	8
2025-04-21	0-L03.311	2
2025-04-21	0-L03.312	1
2025-04-21	0-L03.314	1
2025-04-21	0-L03.316	1
2025-04-21	0-L03.317	2
2025-04-21	0-L03.818	1
2025-04-21	0-L03.90	13
2025-04-21	0-L23.7	1
2025-04-21	0-L55.0	1
2025-04-21	0-L55.9	4
2025-04-21	0-M62.82	4
2025-04-21	0-M79.89	48
2025-04-21	0-N17.9	17
2025-04-21	0-R41.0	3
2025-04-21	0-R41.82	21
2025-04-21	0-R41.89	2
2025-04-21	0-R41.9	1
2025-04-21	0-R50.9	78
2025-04-21	0-R53.1	35
2025-04-21	0-R53.2	1
2025-04-21	0-R53.81	9
2025-04-21	0-R53.82	2
2025-04-21	0-R53.83	28
2025-04-21	0-R55	88
2025-04-21	0-S81.802A	3
2025-04-21	0-S81.811A	2
2025-04-21	0-S81.812A	2
2025-04-21	0-S81.819A	2
2025-04-21	0-S81.851A	1
2025-04-21	0-S81.859A	1
2025-04-21	0-S91.001A	1
2025-04-21	0-S91.012A	1
2025-04-21	0-S91.051A	1
2025-04-21	0-S91.111A	1
2025-04-21	0-S91.112A	1
2025-04-21	0-S91.114A	1
2025-04-21	0-S91.119A	1
2025-04-21	0-S91.209A	1
2025-04-21	0-S91.301A	1
2025-04-21	0-S91.302A	1
2025-04-21	0-S91.302S	1
2025-04-21	0-S91.309A	1
2025-04-21	0-S91.312A	1
2025-04-21	0-S91.332A	1
2025-04-21	0-T67.1XXA	1
2025-04-21	0-W57.XXXA	10
2025-04-21	0-other	10209
2025-04-21	1-B34.1	1
2025-04-21	1-E86.0	2
2025-04-21	1-E87.0	5
2025-04-21	1-E87.1	13
2025-04-21	1-E87.2	1
2025-04-21	1-E87.20	8
2025-04-21	1-E87.21	1
2025-04-21	1-E87.29	2
2025-04-21	1-E87.3	1
2025-04-21	1-E87.5	13
2025-04-21	1-E87.6	6
2025-04-21	1-E87.70	5
2025-04-21	1-E87.79	1
2025-04-21	1-E87.8	2
2025-04-21	1-H60.502	1
2025-04-21	1-L03.012	1
2025-04-21	1-L03.031	1
2025-04-21	1-L03.113	1
2025-04-21	1-L03.114	1
2025-04-21	1-L03.115	6
2025-04-21	1-L03.116	5
2025-04-21	1-L03.119	1
2025-04-21	1-L03.90	12
2025-04-21	1-M62.82	3
2025-04-21	1-M79.89	10
2025-04-21	1-N17.9	38
2025-04-21	1-R41.0	5
2025-04-21	1-R41.3	1
2025-04-21	1-R41.82	30
2025-04-21	1-R41.89	2
2025-04-21	1-R50.81	1
2025-04-21	1-R50.9	26
2025-04-21	1-R53.1	18
2025-04-21	1-R53.2	1
2025-04-21	1-R53.81	3
2025-04-21	1-R53.83	6
2025-04-21	1-R55	37
2025-04-21	1-S81.809D	1
2025-04-21	1-S81.812A	1
2025-04-21	1-S91.309A	1
2025-04-21	1-other	2073
2025-04-22	0-B08.1	1
2025-04-22	0-B08.4	5
2025-04-22	0-B08.5	2
2025-04-22	0-B34.1	7
2025-04-22	0-E86.0	21
2025-04-22	0-E87.1	10
2025-04-22	0-E87.20	2
2025-04-22	0-E87.5	8
2025-04-22	0-E87.6	12
2025-04-22	0-E87.70	1
2025-04-22	0-E87.79	1
2025-04-22	0-E87.8	2
2025-04-22	0-H60.311	1
2025-04-22	0-H60.313	1
2025-04-22	0-H60.333	1
2025-04-22	0-H60.391	3
2025-04-22	0-H60.392	2
2025-04-22	0-H60.501	1
2025-04-22	0-H60.502	3
2025-04-22	0-H60.503	1
2025-04-22	0-H60.543	1
2025-04-22	0-H60.553	1
2025-04-22	0-H60.90	4
2025-04-22	0-H60.91	1
2025-04-22	0-H60.92	3
2025-04-22	0-H60.93	1
2025-04-22	0-L03.011	4
2025-04-22	0-L03.012	3
2025-04-22	0-L03.019	4
2025-04-22	0-L03.031	1
2025-04-22	0-L03.032	2
2025-04-22	0-L03.113	5
2025-04-22	0-L03.114	2
2025-04-22	0-L03.115	9
2025-04-22	0-L03.116	7
2025-04-22	0-L03.119	12
2025-04-22	0-L03.211	4
2025-04-22	0-L03.213	7
2025-04-22	0-L03.221	3
2025-04-22	0-L03.317	2
2025-04-22	0-L03.818	2
2025-04-22	0-L03.90	28
2025-04-22	0-L55.9	2
2025-04-22	0-L74.0	2
2025-04-22	0-M62.82	3
2025-04-22	0-M79.89	54
2025-04-22	0-N17.9	16
2025-04-22	0-R41.0	4
2025-04-22	0-R41.3	3
2025-04-22	0-R41.82	22
2025-04-22	0-R41.89	3
2025-04-22	0-R41.9	1
2025-04-22	0-R50.81	1
2025-04-22	0-R50.9	77
2025-04-22	0-R53.1	36
2025-04-22	0-R53.81	1
2025-04-22	0-R53.83	24
2025-04-22	0-R55	118
2025-04-22	0-S81.801A	1
2025-04-22	0-S81.802A	1
2025-04-22	0-S81.811A	3
2025-04-22	0-S81.812A	1
2025-04-22	0-S91.001A	1
2025-04-22	0-S91.002A	1
2025-04-22	0-S91.012A	1
2025-04-22	0-S91.104A	1
2025-04-22	0-S91.112A	1
2025-04-22	0-S91.119A	1
2025-04-22	0-S91.134A	1
2025-04-22	0-S91.209A	1
2025-04-22	0-S91.301A	2
2025-04-22	0-S91.309A	1
2025-04-22	0-S91.312A	1
2025-04-22	0-W57.XXXA	9
2025-04-22	0-other	9779
2025-04-22	1-E86	1
2025-04-22	1-E86.0	8
2025-04-22	1-E87.0	4
2025-04-22	1-E87.1	15
2025-04-22	1-E87.2	1
2025-04-22	1-E87.20	6
2025-04-22	1-E87.29	1
2025-04-22	1-E87.5	18
2025-04-22	1-E87.6	8
2025-04-22	1-E87.70	7
2025-04-22	1-E87.79	1
2025-04-22	1-L03.012	1
2025-04-22	1-L03.019	1
2025-04-22	1-L03.113	2
2025-04-22	1-L03.115	1
2025-04-22	1-L03.116	9
2025-04-22	1-L03.119	3
2025-04-22	1-L03.211	2
2025-04-22	1-L03.311	1
2025-04-22	1-L03.818	1
2025-04-22	1-L03.90	15
2025-04-22	1-M62.82	6
2025-04-22	1-M79.89	11
2025-04-22	1-N17.9	50
2025-04-22	1-R41.0	2
2025-04-22	1-R41.3	1
2025-04-22	1-R41.82	27
2025-04-22	1-R41.89	3
2025-04-22	1-R50.82	1
2025-04-22	1-R50.9	21
2025-04-22	1-R53.1	28
2025-04-22	1-R53.2	2
2025-04-22	1-R53.81	2
2025-04-22	1-R53.83	4
2025-04-22	1-R55	42
2025-04-22	1-S81.809A	1
2025-04-22	1-S81.832A	1
2025-04-22	1-S91.052A	1
2025-04-22	1-T67.1XXA	1
2025-04-22	1-other	2015
2025-04-23	0-B08.1	1
2025-04-23	0-B08.20	1
2025-04-23	0-B08.3	1
2025-04-23	0-B08.4	3
2025-04-23	0-B08.5	3
2025-04-23	0-B34.1	6
2025-04-23	0-E86.0	12
2025-04-23	0-E86.1	1
2025-04-23	0-E87.0	1
2025-04-23	0-E87.1	4
2025-04-23	0-E87.2	1
2025-04-23	0-E87.20	2
2025-04-23	0-E87.29	3
2025-04-23	0-E87.5	12
2025-04-23	0-E87.6	15
2025-04-23	0-E87.70	7
2025-04-23	0-E87.79	1
2025-04-23	0-H60.10	1
2025-04-23	0-H60.20	1
2025-04-23	0-H60.312	1
2025-04-23	0-H60.501	4
2025-04-23	0-H60.502	3
2025-04-23	0-H60.90	2
2025-04-23	0-H60.92	1
2025-04-23	0-L03.011	6
2025-04-23	0-L03.012	3
2025-04-23	0-L03.019	3
2025-04-23	0-L03.031	2
2025-04-23	0-L03.032	2
2025-04-23	0-L03.039	2
2025-04-23	0-L03.113	2
2025-04-23	0-L03.115	10
2025-04-23	0-L03.116	7
2025-04-23	0-L03.119	4
2025-04-23	0-L03.211	2
2025-04-23	0-L03.213	5
2025-04-23	0-L03.221	1
2025-04-23	0-L03.311	1
2025-04-23	0-L03.313	1
2025-04-23	0-L03.317	5
2025-04-23	0-L03.90	15
2025-04-23	0-L74.3	1
2025-04-23	0-M62.82	4
2025-04-23	0-M79.89	43
2025-04-23	0-N17.9	25
2025-04-23	0-R41.0	3
2025-04-23	0-R41.3	1
2025-04-23	0-R41.82	10
2025-04-23	0-R41.89	1
2025-04-23	0-R41.9	1
2025-04-23	0-R50.81	1
2025-04-23	0-R50.9	62
2025-04-23	0-R53.1	35
2025-04-23	0-R53.81	4
2025-04-23	0-R53.82	1
2025-04-23	0-R53.83	15
2025-04-23	0-R55	80
2025-04-23	0-S81.801D	1
2025-04-23	0-S81.802A	2
2025-04-23	0-S81.811A	2
2025-04-23	0-S81.819A	2
2025-04-23	0-S81.852A	1
2025-04-23	0-S91.011A	1
2025-04-23	0-S91.012A	1
2025-04-23	0-S91.105A	1
2025-04-23	0-S91.112A	2
2025-04-23	0-S91.209A	3
2025-04-23	0-S91.219A	1
2025-04-23	0-S91.309A	2
2025-04-23	0-S91.311A	2
2025-04-23	0-S91.319A	1
2025-04-23	0-S91.339A	1
2025-04-23	0-T67.1XXA	2
2025-04-23	0-W57.XXXA	5
2025-04-23	0-other	9683
2025-04-23	1-E86	1
2025-04-23	1-E86.0	8
2025-04-23	1-E87.0	3
2025-04-23	1-E87.1	13
2025-04-23	1-E87.2	1
2025-04-23	1-E87.20	3
2025-04-23	1-E87.29	2
2025-04-23	1-E87.3	1
2025-04-23	1-E87.5	8
2025-04-23	1-E87.6	9
2025-04-23	1-E87.70	2
2025-04-23	1-E87.79	1
2025-04-23	1-E87.8	1
2025-04-23	1-L03.032	2
2025-04-23	1-L03.113	1
2025-04-23	1-L03.115	4
2025-04-23	1-L03.116	4
2025-04-23	1-L03.119	1
2025-04-23	1-L03.211	1
2025-04-23	1-L03.811	1
2025-04-23	1-L03.90	10
2025-04-23	1-M62.82	3
2025-04-23	1-M79.89	9
2025-04-23	1-N17.0	1
2025-04-23	1-N17.9	35
2025-04-23	1-R41.0	6
2025-04-23	1-R41.3	1
2025-04-23	1-R41.82	37
2025-04-23	1-R50.81	1
2025-04-23	1-R50.9	25
2025-04-23	1-R53.1	17
2025-04-23	1-R53.2	1
2025-04-23	1-R53.81	2
2025-04-23	1-R53.82	1
2025-04-23	1-R53.83	6
2025-04-23	1-R55	46
2025-04-23	1-S81.801A	1
2025-04-23	1-S91.301A	1
2025-04-23	1-other	1938
2025-04-24	0-B08.1	2
2025-04-24	0-B08.4	4
2025-04-24	0-B08.5	1
2025-04-24	0-B34.1	5
2025-04-24	0-B97.10	1
2025-04-24	0-B97.11	1
2025-04-24	0-E86.0	15
2025-04-24	0-E86.9	1
2025-04-24	0-E87.0	1
2025-04-24	0-E87.1	6
2025-04-24	0-E87.20	1
2025-04-24	0-E87.29	1
2025-04-24	0-E87.5	15
2025-04-24	0-E87.6	14
2025-04-24	0-E87.70	1
2025-04-24	0-H60.00	1
2025-04-24	0-H60.12	1
2025-04-24	0-H60.391	3
2025-04-24	0-H60.392	3
2025-04-24	0-H60.501	2
2025-04-24	0-H60.502	4
2025-04-24	0-H60.509	1
2025-04-24	0-H60.513	1
2025-04-24	0-H60.63	1
2025-04-24	0-H60.90	5
2025-04-24	0-H60.91	1
2025-04-24	0-H60.92	2
2025-04-24	0-L03.011	8
2025-04-24	0-L03.012	6
2025-04-24	0-L03.019	3
2025-04-24	0-L03.031	4
2025-04-24	0-L03.032	3
2025-04-24	0-L03.039	3
2025-04-24	0-L03.113	2
2025-04-24	0-L03.114	4
2025-04-24	0-L03.115	8
2025-04-24	0-L03.116	9
2025-04-24	0-L03.119	4
2025-04-24	0-L03.211	2
2025-04-24	0-L03.213	7
2025-04-24	0-L03.317	1
2025-04-24	0-L03.818	1
2025-04-24	0-L03.90	28
2025-04-24	0-L55.9	2
2025-04-24	0-M62.82	5
2025-04-24	0-M79.89	47
2025-04-24	0-N17.9	17
2025-04-24	0-R41.0	5
2025-04-24	0-R41.3	3
2025-04-24	0-R41.82	14
2025-04-24	0-R41.89	1
2025-04-24	0-R41.9	1
2025-04-24	0-R50.81	2
2025-04-24	0-R50.9	94
2025-04-24	0-R53.1	32
2025-04-24	0-R53.81	6
2025-04-24	0-R53.83	17
2025-04-24	0-R55	96
2025-04-24	0-S81.801A	2
2025-04-24	0-S81.811A	1
2025-04-24	0-S81.812A	2
2025-04-24	0-S81.832A	1
2025-04-24	0-S81.839A	1
2025-04-24	0-S91.001D	1
2025-04-24	0-S91.109A	1
2025-04-24	0-S91.111A	1
2025-04-24	0-S91.119A	1
2025-04-24	0-S91.209A	1
2025-04-24	0-S91.309A	1
2025-04-24	0-S91.311A	2
2025-04-24	0-S91.312A	2
2025-04-24	0-S91.332A	2
2025-04-24	0-S91.339A	2
2025-04-24	0-T67.1XXS	1
2025-04-24	0-W57.XXXA	15
2025-04-24	0-other	9827
2025-04-24	1-E86.0	5
2025-04-24	1-E86.1	2
2025-04-24	1-E87.0	5
2025-04-24	1-E87.1	16
2025-04-24	1-E87.2	1
2025-04-24	1-E87.20	7
2025-04-24	1-E87.21	1
2025-04-24	1-E87.29	1
2025-04-24	1-E87.5	16
2025-04-24	1-E87.6	15
2025-04-24	1-E87.70	8
2025-04-24	1-E87.79	1
2025-04-24	1-E87.8	2
2025-04-24	1-L03.114	1
2025-04-24	1-L03.115	2
2025-04-24	1-L03.116	2
2025-04-24	1-L03.119	2
2025-04-24	1-L03.314	1
2025-04-24	1-L03.818	1
2025-04-24	1-L03.90	10
2025-04-24	1-M62.82	4
2025-04-24	1-M79.89	3
2025-04-24	1-N17.9	44
2025-04-24	1-R41.0	4
2025-04-24	1-R41.82	22
2025-04-24	1-R41.89	3
2025-04-24	1-R50.81	1
2025-04-24	1-R50.9	20
2025-04-24	1-R53.1	28
2025-04-24	1-R53.2	1
2025-04-24	1-R53.83	2
2025-04-24	1-R55	36
2025-04-24	1-S81.801A	1
2025-04-24	1-S81.811A	1
2025-04-24	1-S91.209A	1
2025-04-24	1-W57.XXXA	1
2025-04-24	1-other	1829
2025-04-25	0-B08.1	1
2025-04-25	0-B08.4	6
2025-04-25	0-B08.5	2
2025-04-25	0-B34.1	7
2025-04-25	0-E86.0	14
2025-04-25	0-E87.1	11
2025-04-25	0-E87.2	1
2025-04-25	0-E87.20	3
2025-04-25	0-E87.3	1
2025-04-25	0-E87.5	9
2025-04-25	0-E87.6	12
2025-04-25	0-E87.70	1
2025-04-25	0-E87.8	1
2025-04-25	0-H60.02	1
2025-04-25	0-H60.11	1
2025-04-25	0-H60.311	1
2025-04-25	0-H60.501	5
2025-04-25	0-H60.502	1
2025-04-25	0-H60.90	2
2025-04-25	0-H60.92	1
2025-04-25	0-L03.011	4
2025-04-25	0-L03.012	2
2025-04-25	0-L03.019	5
2025-04-25	0-L03.031	2
2025-04-25	0-L03.032	2
2025-04-25	0-L03.039	1
2025-04-25	0-L03.113	1
2025-04-25	0-L03.114	3
2025-04-25	0-L03.115	9
2025-04-25	0-L03.116	6
2025-04-25	0-L03.119	5
2025-04-25	0-L03.211	4
2025-04-25	0-L03.213	3
2025-04-25	0-L03.221	1
2025-04-25	0-L03.311	1
2025-04-25	0-L03.312	1
2025-04-25	0-L03.316	2
2025-04-25	0-L03.317	2
2025-04-25	0-L03.319	1
2025-04-25	0-L03.818	1
2025-04-25	0-L03.90	21
2025-04-25	0-L23.7	1
2025-04-25	0-L74.0	1
2025-04-25	0-M62.82	3
2025-04-25	0-M79.89	45
2025-04-25	0-N17.9	14
2025-04-25	0-R41.0	1
2025-04-25	0-R41.3	2
2025-04-25	0-R41.82	22
2025-04-25	0-R41.89	1
2025-04-25	0-R41.9	1
2025-04-25	0-R50.81	2
2025-04-25	0-R50.82	1
2025-04-25	0-R50.83	1
2025-04-25	0-R50.9	73
2025-04-25	0-R53.1	31
2025-04-25	0-R53.81	8
2025-04-25	0-R53.82	1
2025-04-25	0-R53.83	19
2025-04-25	0-R55	95
2025-04-25	0-S81.801A	2
2025-04-25	0-S81.802A	2
2025-04-25	0-S81.802D	1
2025-04-25	0-S81.809A	1
2025-04-25	0-S81.811A	3
2025-04-25	0-S81.812A	2
2025-04-25	0-S81.851A	1
2025-04-25	0-S81.852A	1
2025-04-25	0-S81.859A	1
2025-04-25	0-S91.009A	1
2025-04-25	0-S91.012A	1
2025-04-25	0-S91.019A	1
2025-04-25	0-S91.052A	1
2025-04-25	0-S91.059A	1
2025-04-25	0-S91.111A	1
2025-04-25	0-S91.119A	3
2025-04-25	0-S91.302A	1
2025-04-25	0-S91.311A	2
2025-04-25	0-S91.312A	1
2025-04-25	0-S91.319A	2
2025-04-25	0-S91.332A	1
2025-04-25	0-S91.332S	1
2025-04-25	0-T67.1XXA	1
2025-04-25	0-W57.XXXA	17
2025-04-25	0-other	9787
2025-04-25	1-B34.1	1
2025-04-25	1-E86.0	13
2025-04-25	1-E86.1	1
2025-04-25	1-E87.0	3
2025-04-25	1-E87.1	19
2025-04-25	1-E87.20	9
2025-04-25	1-E87.29	2
2025-04-25	1-E87.4	1
2025-04-25	1-E87.5	15
2025-04-25	1-E87.6	6
2025-04-25	1-E87.70	4
2025-04-25	1-E87.79	1
2025-04-25	1-L03.011	1
2025-04-25	1-L03.113	1
2025-04-25	1-L03.115	7
2025-04-25	1-L03.116	1
2025-04-25	1-L03.119	1
2025-04-25	1-L03.211	1
2025-04-25	1-L03.213	1
2025-04-25	1-L03.317	1
2025-04-25	1-L03.818	1
2025-04-25	1-L03.90	3
2025-04-25	1-M62.82	3
2025-04-25	1-M79.89	8
2025-04-25	1-N17.0	1
2025-04-25	1-N17.8	1
2025-04-25	1-N17.9	35
2025-04-25	1-R41.0	3
2025-04-25	1-R41.82	32
2025-04-25	1-R41.89	1
2025-04-25	1-R50.81	1
2025-04-25	1-R50.9	20
2025-04-25	1-R53.1	26
2025-04-25	1-R53.2	1
2025-04-25	1-R53.81	3
2025-04-25	1-R53.83	2
2025-04-25	1-R55	27
2025-04-25	1-S81.801A	1
2025-04-25	1-S91.109A	1
2025-04-25	1-T67.1XXA	1
2025-04-25	1-other	1938
2025-04-26	0-B08.1	3
2025-04-26	0-B08.4	3
2025-04-26	0-B08.5	6
2025-04-26	0-B34.1	3
2025-04-26	0-E86.0	16
2025-04-26	0-E87.1	5
2025-04-26	0-E87.29	1
2025-04-26	0-E87.5	5
2025-04-26	0-E87.6	16
2025-04-26	0-E87.70	1
2025-04-26	0-E87.8	3
2025-04-26	0-H60.11	1
2025-04-26	0-H60.311	1
2025-04-26	0-H60.392	1
2025-04-26	0-H60.501	3
2025-04-26	0-H60.502	3
2025-04-26	0-H60.90	3
2025-04-26	0-H60.91	1
2025-04-26	0-L03.011	8
2025-04-26	0-L03.032	3
2025-04-26	0-L03.039	3
2025-04-26	0-L03.113	3
2025-04-26	0-L03.114	3
2025-04-26	0-L03.115	5
2025-04-26	0-L03.116	3
2025-04-26	0-L03.119	3
2025-04-26	0-L03.211	5
2025-04-26	0-L03.213	9
2025-04-26	0-L03.311	1
2025-04-26	0-L03.317	2
2025-04-26	0-L03.818	6
2025-04-26	0-L03.90	11
2025-04-26	0-L55.0	1
2025-04-26	0-L55.9	1
2025-04-26	0-M79.81	2
2025-04-26	0-M79.89	34
2025-04-26	0-N17.9	10
2025-04-26	0-R41.0	3
2025-04-26	0-R41.82	21
2025-04-26	0-R41.89	2
2025-04-26	0-R50.81	3
2025-04-26	0-R50.9	60
2025-04-26	0-R53.1	30
2025-04-26	0-R53.81	1
2025-04-26	0-R53.83	10
2025-04-26	0-R55	76
2025-04-26	0-S81.801A	1
2025-04-26	0-S81.802A	2
2025-04-26	0-S81.811A	5
2025-04-26	0-S81.812A	1
2025-04-26	0-S81.819A	1
2025-04-26	0-S81.831A	1
2025-04-26	0-S81.851A	1
2025-04-26	0-S91.011A	2
2025-04-26	0-S91.112A	1
2025-04-26	0-S91.119A	2
2025-04-26	0-S91.311A	3
2025-04-26	0-S91.312A	1
2025-04-26	0-S91.319A	3
2025-04-26	0-S91.331A	1
2025-04-26	0-S91.351A	1
2025-04-26	0-W57.XXXA	11
2025-04-26	0-W57.XXXD	1
2025-04-26	0-other	8451
